name,domain,country
Indian Institute of Technology (Banaras Hindu University) Varanasi,iitbhu.ac.in,in
High Point University,highpoint.edu,us
Universidad Nacional de Tucumán,unt.edu.ar,ar
Srinakharinwirot University,swu.ac.th,th
National Taipei University / 國立臺北大學,ntpu.edu.tw,tw
Willamette University,willamette.edu,us
Stiftung Tierärztliche Hochschule Hannover,tiho-hannover.de,de
University of Baltimore,ubalt.edu,us
La Salle University,lasalle.edu,us
Universidade da Madeira,uma.pt,pt
Richard Stockton College,stockton.edu,us
Azusa Pacific University,apu.edu,us
Erciyes University,erciyes.edu.tr,tr
Radford University,radford.edu,us
Ibaraki University / 茨城大学,ibaraki.ac.jp,jp
Tshwane University of Technology,tut.ac.za,za
University of Pannonia (University of Veszprem) / Pannon Egyetem,uni-pannon.hu,hu
Università IUAV di Venezia (Istituto universitario di architettura di Venezia),iuav.it,it
Guangdong University of Foreign Studies / 廣東外語外貿大學,gdufs.edu.cn,cn
Helmut Schmidt Universität,hsu-hh.de,de
Sastra University,sastra.edu,in
University of Madras,unom.ac.in,in
Henan University of Science & Technology / 河南科技大学,haust.edu.cn,cn
Drake University,drake.edu,us
University of Fukui / 福井大学,u-fukui.ac.jp,jp
Universidad Autónoma de Yucatán,uady.mx,mx
Yazd University,yazd.ac.ir,ir
University of Wisconsin Green Bay,uwgb.edu,us
Beijing University of Technology (Beijing Polytechnic University) / 北京工业大学,bjut.edu.cn,cn
VNUHCM University of Technology / Trường Đại học Bách khoa,hcmut.edu.vn,vn
Universidade Federal de Uberlândia,ufu.br,br
Slovak University of Agriculture in Nitra / Slovenská poľnohospodárska univerzita v Nitre,uniag.sk,sk
Université de Technologie de Troyes (comUE Université de Champagne),utt.fr,fr
Universidad de Colima,ucol.mx,mx
Hogeschool van Arnhem en Nijmegen HAN / HAN University of Applied Sciences,han.nl,nl
Medical University of Silesia in Katowice / Śląski Uniwersytet Medyczny w Katowicach,sum.edu.pl,pl
Shahid Bahonar University of Kerman,uk.ac.ir,ir
University of Gloucestershire,glos.ac.uk,uk
Universidad Nacional de Quilmes,unq.edu.ar,ar
Université Saint Joseph de Beyrouth,usj.edu.lb,lb
Indian Agricultural Research Institute,iari.res.in,in
Tianjin University of Technology / 天津理工大学,tjut.edu.cn,cn
University of Miskolc / Miskolci Egyetem ME,uni-miskolc.hu,hu
Hochschule für Angewandte Wissenschaften Hamburg,haw-hamburg.de,de
Universitas Sebelas Maret UNS Surakarta,uns.ac.id,id
University of Montenegro / Univerzitet Crne Gore,ucg.ac.me,me
National Institute of Science Education and Research,niser.ac.in,in
National Institute of Technology Calicut,nitc.ac.in,in
University of New Haven,newhaven.edu,us
North University of China / 中北大学,nuc.edu.cn,cn
University of Khartoum,uofk.edu,sd
Instituto Politécnico de Lisboa,ipl.pt,pt
Universitas Muhammadiyah Yogyakarta,umy.ac.id,id
King Khalid University,kku.edu.sa,sa
International Islamic University Islamabad,iiu.edu.pk,pk
Hebei University / 河北大学,hbu.edu.cn,cn
NMIMS University,nmims.edu,in
Harran University,harran.edu.tr,tr
Altai State University / Алтайский государственный университет,asu.ru,ru
Chung Hua University / 中華大學,chu.edu.tw,tw
Wheaton College Illinois,wheaton.edu,us
University of Hyogo (Himeji Institute of Technology) / 兵庫県立大学,u-hyogo.ac.jp,jp
Claremont Mckenna College,cmc.edu,us
Nelson Mandela University,mandela.ac.za,za
Universidade dos Açores,uac.pt,pt
Hitotsubashi University / 一橋大学,hit-u.ac.jp,jp
Kermanshah University of Medical Sciences,kums.ac.ir,ir
Delaware State University,desu.edu,us
Annamalai University,annamalaiuniversity.ac.in,in
Al Azhar University,azhar.edu.eg,eg
Eastern Mediterranean University,emu.edu.tr,ty
Institut National des Sciences Appliquées de Rennes/ INSA Rennes,insa-rennes.fr,fr
Shahid Chamran University of Ahvaz,scu.ac.ir,ir
Université des Frères Mentouri Constantine 1 (Ex Université Mentouri),umc.edu.dz,dz
Universitas Jember,unej.ac.id,id
Saint Cloud State University,stcloudstate.edu,us
Valdosta State University,valdosta.edu,us
Voronezh State University / Воронежский государственный университет,vsu.ru,ru
Midwestern University,midwestern.edu,us
Taibah University,taibahu.edu.sa,sa
Universidad Pontificia Bolivariana,upb.edu.co,co
University of Tampa,ut.edu,us
Lewis & Clark College,lclark.edu,us
(1) Çukurova University,cu.edu.tr,tr
Mahasarakham University,msu.ac.th,th
Southern Connecticut State University,southernct.edu,us
Shibaura Institute of Technology / 芝浦工業大学,shibaura-it.ac.jp,jp
Chubu University / 中部大学,chubu.ac.jp,jp
Fujian Medical University / 福建医科大学,fjmu.edu.cn,cn
(3) Universidade Lusófona de Humanidades e Tecnologias,ulusofona.pt,pt
Dunarea de Jos University Galati,ugal.ro,ro
Cumhuriyet University / Sivas Cumhuriyet Üniversitesi,cumhuriyet.edu.tr,tr
Hubei University of Technology / 湖北工业大学,hbut.edu.cn,cn
Kazakh National University Al Farabi / Әл Фараби атындағы Қазақ ұлттық университеті,kaznu.kz,kz
University of Constantinus the Philosopher in Nitra / Univerzita Konštantína Filozofa v Nitre,ukf.sk,sk
(1) Hunan University of Science & Technology / 湖南科技大学,hnust.edu.cn,cn
Rhode Island College,ric.edu,us
Université des Sciences et de la Technologie Houari Boumediene,usthb.dz,dz
Al Imam Muhammad Ibn Saud Islamic University,imamu.edu.sa,sa
(1) Szent István University / Szent István Egyetem SZIE,szie.hu,hu
Troy University,troy.edu,us
Universidad del Bío-Bío,ubiobio.cl,cl
Instituto de Empresa Business School,ie.edu,es
Institut Pertanian Bogor / Bogor Agricultural University,ipb.ac.id,id
Universidad EAFIT,eafit.edu.co,co
Malaviya National Institute of Technology,mnit.ac.in,in
Russian State Social University / Российский государственный социальный университет,rgsu.net,ru
Murray State University,murraystate.edu,us
National Chiayi University / 國立嘉義大學資,ncyu.edu.tw,tw
Universitat de Vic Universitat Central de Catalunya,uvic.cat,es
Suez Canal University,suez.edu.eg,eg
College of Wooster,wooster.edu,us
İnönü University Malatya,inonu.edu.tr,tr
Instituto de Matemática Pura e Aplicada IMPA,impa.br,br
University of Abertay,abertay.ac.uk,uk
National Chi Nan University / 國立暨南國際大學,ncnu.edu.tw,tw
CUNY Queens College,qc.cuny.edu,us
Indian Institute of Technology Bhubaneswar,iitbbs.ac.in,in
Kirikkale University,kku.edu.tr,tr
University of Phayao,up.ac.th,th
Rhodes College,rhodes.edu,us
King Faisal University,kfu.edu.sa,sa
Université du Québec Outaouais,uqo.ca,ca
Josip Juraj Strossmayer University of Osijek,unios.hr,hr
Opole University of Technology / Politechnika Opolska,po.opole.pl,pl
Instituto Tecnológico de Aeronáutica ITA,ita.br,br
Western Norway University of Applied Sciences / Høgskulen på Vestlandet,hvl.no,no
Otto Beisheim Graduate School of Management,whu.edu,de
Technological Education Institute of Athens,teiath.gr,gr
Ahvaz Jundishapur University of Medical Sciences,ajums.ac.ir,ir
Tzu Chi University / 慈濟大學,tcu.edu.tw,tw
University of Hawaii System,hawaii.edu,us
KIIT University Kalinga Institute of Industrial Technology,kiit.ac.in,in
National University of Sciences & Technology,nust.edu.pk,pk
Saha Institute of Nuclear Physics,saha.ac.in,in
Beijing University of Chinese Medicine / 北京中医药大学,bucm.edu.cn,cn
Liaoning University / 辽宁大学,lnu.edu.cn,cn
South Central University for Nationalities / 中南民族大学,scuec.edu.cn,cn
Hebei Normal University / 河北师范大学,hebtu.edu.cn,cn
Razi University Kermanshah,razi.ac.ir,ir
Gallaudet University,gallaudet.edu,us
University of Primorska / Univerza na Primorskem,upr.si,si
Université d'Oran 1 Ahmed Ben Bella,univ-oran1.dz,dz
Universidad Técnica Particular de Loja,utpl.edu.ec,ec
Yantai University / 烟台大学,ytu.edu.cn,cn
institut National des sciences Appliquées de Rouen / INSA Rouen (comUE Normandie Université),insa-rouen.fr,fr
Osmania University Hyderabad,osmania.ac.in,in
Metropolitan State University of Denver,msudenver.edu,us
Georgian Technical University,gtu.ge,ge
Fukushima Medical University / 福島県立医科大学,fmu.ac.jp,jp
Université du Québec Rimouski,uqar.ca,ca
Urmia University,urmia.ac.ir,ir
Ionian University,ionio.gr,gr
University of Zimbabwe,uz.ac.zw,zw
Technological Education Institute of Crete,teicrete.gr,gr
Kazimierz Wielki University Bydgoszcz / Uniwersytet Kazimierza Wielkiego w Bydgoszczy,ukw.edu.pl,pl
Agrocampus Ouest / Institut Supérieur des Sciences Agronomiques Agroalimentaires Horticoles et du Paysage,agrocampus-ouest.fr,fr
Anhui University of Technology / 安徽工业大学,ahut.edu.cn,cn
Universidad Autónoma de Chile,uautonoma.cl,cl
Western University of Health Sciences,westernu.edu,us
Mount Royal University,mtroyal.ca,ca
Kyoto Sangyo University / 京都産業大学,kyoto-su.ac.jp,jp
Széchenyi István University Győr / Széchenyi István Egyetem SZE,uni.sze.hu,hu
Providence University,pu.edu.tw,tw
Université de Paris III / Université Sorbonne Nouvelle (Alliance Sorbonne Paris Cité),univ-paris3.fr,fr
Universidad de Tarapacá,uta.cl,cl
Scuola Universitaria Professionale della Svizzera Italiana,supsi.ch,ch
Pedagogical University of Cracow / Uniwersytet Pedagogiczny Komisji Edukacji Narodowej w Krakowie,up.krakow.pl,pl
China Three Gorges University / 三峡大学,ctgu.edu.cn,cn
Hamamatsu University School of Medicine / 浜松医科大学,hama-med.ac.jp,jp
Kean University,kean.edu,us
Technical University of Liberec / Technická univerzita v Liberci TUL,tul.cz,cz
Universidade Presbiteriana Mackenzie,mackenzie.br,br
Northern Michigan University,nmu.edu,us
University of Engineering & Technology Lahore,uet.edu.pk,pk
Yangtze University / 长江大学,yangtzeu.edu.cn,cn
Sodertorns University College / Södertörns högskola,sh.se,se
National Dong Hwa University (Hualien University of Education),ndhu.edu.tw,tw
University of Bridgeport,bridgeport.edu,us
Providence College,providence.edu,us
Universitat de Lleida,udl.es,es
Kharazmi University (Tarbiat Moallem University Tehran),khu.ac.ir,ir
Universidade Paulista UNIP,unip.br,br
Universidad de la Frontera,ufro.cl,cl
Lodz University of Technology / Politechnika Łódzka,p.lodz.pl,pl
Shanghai University of Electric Power / 上海电力学院,shiep.edu.cn,cn
Suzhou University of Science & Technology / 苏州科技大学,usts.edu.cn,cn
Akita University / 秋田大学,akita-u.ac.jp,jp
Zhengzhou University of Light Industry / 郑州轻工业学院,zzuli.edu.cn,cn
Christopher Newport University,cnu.edu,us
Universidad Autónoma del Estado de Morelos,uaem.mx,mx
Oita University / 大分大学,oita-u.ac.jp,jp
California State University Stanislaus,csustan.edu,us
Elon University,elon.edu,us
Mykolas Romeris University / Mykolo Romerio universitetas,mruni.eu,lt
Kerman University of Medical Sciences,kmu.ac.ir,ir
Université de Rennes II / Université Rennes II Haute Bretagne,univ-rennes2.fr,fr
University of Peloponnese,uop.gr,gr
United States Military Academy at West Point,westpoint.edu,us
University of Zanjan,znu.ac.ir,ir
North Eastern Federal University MK Ammosova (Yakutsk State University) / Северо-Восточный федеральный университет М К Аммосова (Якутский государственный университет),s-vfu.ru,ru
Clarkson University,clarkson.edu,us
Kafkas University / Kafkas Üniversitesi,kafkas.edu.tr,tr
University of Houston Clear Lake,uhcl.edu,us
Buffalo State SUNY,suny.buffalostate.edu,us
CUNY Baruch College,baruch.cuny.edu,us
INP Toulouse/ Institut National Polytechnique de Toulouse (Université Fédérale Toulouse Midi-Pyrénées),inp-toulouse.fr,fr
Alzahra University (Azzahra University),alzahra.ac.ir,ir
Ferris State University,ferris.edu,us
Indian Institute of Science Education and Research Kolkata,iiserkol.ac.in,in
Warsaw School of Economics / Szkoła Główna Handlowa w Warszawie,sgh.waw.pl,pl
Hamedan University of Medical Sciences,umsha.ac.ir,ir
Daegu University / 대구대학교,daegu.ac.kr,kr
National Ilan University,niu.edu.tw,tw
(3) Universidad de Puerto Rico Río Piedras,uprrp.edu,pr
University of Hradec Králové / Univerzita Hradec Králové UHK,uhk.cz,cz
Università degli Studi di Cassino,unicas.it,it
Tianjin Normal University / 天津师范大学,tjnu.edu.cn,cn
Ryukoku University / 龍谷大学,ryukoku.ac.jp,jp
University of Mazandaran Babolsar,umz.ac.ir,ir
Adnan Menderes University,adu.edu.tr,tr
Università degli Studi di Teramo,unite.it,it
Shihezi University / 石河子大学,shzu.edu.cn,cn
Universidade Federal de Campina Grande,ufcg.edu.br,br
Óbuda University (Budapest Polytechnic) / Óbudai Egyetem,uni-obuda.hu,hu
Universidade Estadual de Feira de Santana UEFS,uefs.br,br
University of Texas Tyler,uttyler.edu,us
Hochschule München,hm.edu,de
Harbin University of Science & Technology / 哈尔滨理工大学,hrbust.edu.cn,cn
Loyola University New Orleans,loyno.edu,us
Rosalind Franklin University of Medicine and Science,rosalindfranklin.edu,us
(1) Lanzhou Jiaotong University / 兰州交通大学,lzjtu.edu.cn,cn
Babol Noshirvani University of Technology Noshirvani Institute of Technology Babol,nit.ac.ir,ir
Grenoble École de Management,grenoble-em.com,fr
Korea Institute for Advanced Study / 고등과학원,kias.re.kr,kr
University of Moratuwa,mrt.ac.lk,lk
Saint Olaf College,stolaf.edu,us
Atilim University,atilim.edu.tr,tr
Universidade de Fortaleza UNIFOR,unifor.br,br
University of Zambia,unza.zm,zm
University of Evansville,evansville.edu,us
CUNY Brooklyn College,brooklyn.cuny.edu,us
Universidad Autónoma del Estado de Hidalgo,uaeh.edu.mx,mx
Universidad Autónoma de Querétaro,uaq.mx,mx
Zayed University,zu.ac.ae,ae
Iwate University / 岩手大学,iwate-u.ac.jp,jp
Doğuş University,dogus.edu.tr,tr
Wrocław University of Environmental and Life Sciences (Agricultural University) / Uniwersytet Przyrodniczy we Wrocławiu,upwr.edu.pl,pl
Yunnan Normal University / 云南师范大学,ynnu.edu.cn,cn
Hanken School of Economics / Hanken Svenska handelshögskolan,hanken.fi,fi
Hanze University Groningen / Hanzehogeschool Groningen,hanze.nl,nl
Denison University,denison.edu,us
University of Puget Sound,pugetsound.edu,us
Kafr El Sheikh University,kfs.edu.eg,eg
Universidad Diego Portales,udp.cl,cl
Texas Southern University,tsu.edu,us
Moi University,mu.ac.ke,ke
Rose Hulman Institute of Technology,rose-hulman.edu,us
Universitas Bina Nusantara,binus.ac.id,id
Carol Davila University of Medicine and Pharmacy,umfcd.ro,ro
National Pingtung University of Science & Technology / 國立屏東科技大學,npust.edu.tw,tw
University of Craiova,ucv.ro,ro
Belmont University,belmont.edu,us
Guangxi Medical University / 广西医科大学,gxmu.edu.cn,cn
(3) Shanghai Jiao Tong University School of Medicine (Second Medical University) / 上海交通大学医学院,shsmu.edu.cn,cn
University of Bolton,bolton.ac.uk,uk
University of Baghdad,uobaghdad.edu.iq,iq
Sacred Heart University,sacredheart.edu,us
National Kaohsiung University of Science and Technology,nkust.edu.tw,tw
Universidad de las Américas Puebla,udlap.mx,mx
University of Michigan Flint,umflint.edu,us
Southern Taiwan University of Science & Technology / 南臺科技大學,stust.edu.tw,tw
Hochschule Luzern,hslu.ch,ch
National University of Kaohsiung,nuk.edu.tw,tw
Mae Fah Luang University,mfu.ac.th,th
Bridgewater State University,bridgew.edu,us
Bahauddin Zakariya University,bzu.edu.pk,pk
Bharathidasan University,bdu.ac.in,in
Northeastern Illinois University,neiu.edu,us
Istituto di studi avanzati di Lucca IMT,imtlucca.it,it
Centro de Investigación y Docencia Económicas,cide.edu,mx
Muğla Sıtkı Koçman University,mu.edu.tr,tr
King Mongkut's Institute of Technology Ladkrabang,kmitl.ac.th,th
Prairie View A&M University,pvamu.edu,us
Soochow University Taiwan,scu.edu.tw,tw
Dicle University,dicle.edu.tr,tr
Chongqing Technology & Business University / 重庆工商大学,ctbu.edu.cn,cn
Universidad Antonio Nariño,uan.edu.co,co
University of Indianapolis,uindy.edu,us
(1) Lanzhou University of Technology (Gansu University of Technology) / 兰州理工大学,lut.cn,cn
Ateneo de Manila University,ateneo.edu,ph
Universidad Nacional Costa Rica,una.ac.cr,cr
Kutztown University,kutztown.edu,us
Edge Hill University,edgehill.ac.uk,uk
Universidade Estadual do Ceará,uece.br,br
Universität Koblenz Landau,uni-koblenz-landau.de,de
Motilal Nehru National Institute of Technology,mnnit.ac.in,in
Payam Noor University,pnu.ac.ir,ir
Southern University and A&M College,subr.edu,us
École Centrale de Nantes,ec-nantes.fr,fr
Abant Izzet Baysal University,ibu.edu.tr,tr
Liverpool Hope University,hope.ac.uk,uk
Campbell University,campbell.edu,us
Drew University,drew.edu,us
Université de M'Sila,univ-msila.dz,dz
Tyumen State University / Тюменский государственный университет,utmn.ru,ru
Poznan University of Economics / Uniwersytet Ekonomiczny w Poznaniu,ue.poznan.pl,pl
A T Still University,atsu.edu,us
Chongqing Normal University / 重庆师范大学,cqnu.edu.cn,cn
Universitas Pendidikan Indonesia,upi.edu,id
Universidade de Passo Fundo,upf.br,br
University of Rzeszow / Uniwersytet Rzeszowski,ur.edu.pl,pl
Changchun University of Science & Technology / 长春理工大学,cust.edu.cn,cn
Afyon Kocatepe University,aku.edu.tr,tr
Barry University,barry.edu,us
Yarmouk University,yu.edu.jo,jo
Nanchang Hangkong University (Aviation University) / 南昌航空大学,nchu.edu.cn,cn
Roosevelt University,roosevelt.edu,us
Indian Institute of Technology Ropar,iitrpr.ac.in,in
Indiana University System,iu.edu,us
Zhejiang University of Finance & Economics / 浙江财经学院,zufe.edu.cn,cn
Stephen F Austin State University,sfasu.edu,us
Universiti Malaysia Terengganu,umt.edu.my,my
Wilkes University,wilkes.edu,us
Anhui University of Science & Technology / 安徽理工大学,aust.edu.cn,cn
Nipissing University,nipissingu.ca,ca
Samford University,samford.edu,us
Tarleton State University,tarleton.edu,us
Imam Khomeini International University Qazvin,ikiu.ac.ir,ir
Mercer University,mercer.edu,us
Matej Bel University in Banská Bystrica / Univerzita Mateja Bela v Banskej Bystrici,umb.sk,sk
Universität Erfurt,uni-erfurt.de,de
Cork Institute of Technology,cit.ie,ie
Istituto Dalle Molle di Studi sull'Intelligenza Artificiale,idsia.ch,ch
Nord University,nord.no,no
Balikesir University,balikesir.edu.tr,tr
Universidad Nacional de San Luis,unsl.edu.ar,ar
University of Winchester,winchester.ac.uk,uk
Kurume University / 久留米大学,kurume-u.ac.jp,jp
Minufiya University,menofia.edu.eg,eg
University of West London (Thames Valley University),uwl.ac.uk,uk
Hebei Medical University / 河北医科大学,hebmu.edu.cn,cn
Al Balqa Applied University,bau.edu.jo,jo
University of Wisconsin Stout,uwstout.edu,us
Pratt Institute,pratt.edu,us
Bloomsburg University of Pennsylvania,bloomu.edu,us
Universidade Federal de São João del Rei UFSJ,ufsj.edu.br,br
Kettering University,kettering.edu,us
Institute of Mathematical Sciences,imsc.res.in,in
Kaunas University of Technology / Kauno technologijos universitetas,ktu.edu,lt
Universität Hildesheim,uni-hildesheim.de,de
Cardinal Stefan Wyszynski University Warsaw / Uniwersytet Kardynała Stefana Wyszyńskiego w Warszawie,uksw.edu.pl,pl
Jimei University / 集美大学,jmu.edu.cn,cn
Jadavpur University,jaduniv.edu.in,in
Trakya University,trakya.edu.tr,tr
Panteion University of Political and Social Sciences,panteion.gr,gr
School of Advanced Study University of London,sas.ac.uk,uk
Canisius College,canisius.edu,us
Liaocheng University / 聊城大学,lcu.edu.cn,cn
Minia University,minia.edu.eg,eg
Quingdao Agricultural University (Laiyang Agricultural College) / 青岛农业大学,qau.edu.cn,cn
Regis University,regis.edu,us
John Carroll University,jcu.edu,us
Universidade de Caxias do Sul,ucs.br,br
Universidad de la República,udelar.edu.uy,uy
Universidad Nacional de Asunción,una.py,py
Beijing Technology & Business University / 北京工商大学,btbu.edu.cn,cn
China Europe International Business School / 中欧国际工商学院,ceibs.edu,cn
Can Tho University / Đại học Cần Thơ,ctu.edu.vn,vn
Universidad del Cauca,unicauca.edu.co,co
Morehouse School of Medicine,msm.edu,us
Government College University Faisalabad,gcuf.edu.pk,pk
Islamic Azad University Najafabad,iaun.ac.ir,ir
University of Mumbai,mu.ac.in,in
Bucharest Academy of Economic Studies,ase.ro,ro
University of Detroit Mercy,udmercy.edu,us
Suan Sunandha Rajabhat University,ssru.ac.th,th
University of Kurdistan Sanandaj,uok.ac.ir,ir
Chung Shan Medical University / 中山醫學大學,csmu.edu.tw,tw
Hogeschool Utrecht (Hogeschool Domstad),hu.nl,nl
Shippensburg University of Pennsylvania,ship.edu,us
Télécom SudParis Institut National des Telecommunications,telecom-sudparis.eu,fr
The Graduate University for Advanced Studies / 総合研究大学院大学,soken.ac.jp,jp
Université Paris 1 Panthéon-Sorbonne,pantheonsorbonne.fr,fr
Webster University,webster.edu,us
Birla Institute of Technology Mesra Ranchi,bitmesra.ac.in,in
Qilu University of Technology / 齐鲁工业大学,qlu.edu.cn,cn
Clark Atlanta University,cau.edu,us
Universidad de la Sabana,unisabana.edu.co,co
University of Lapland / Lapin yliopisto / Lapplands Universitet,ulapland.fi,fi
Delhi Technological University,dtu.ac.in,in
Eastern Illinois University,eiu.edu,us
MacEwan University (Grant MacEwan College),macewan.ca,ca
Hashemite University,hu.edu.jo,jo
Taif University,tu.edu.sa,sa
Henan University of Technology / 河南工业大学,haut.edu.cn,cn
University of Scranton,scranton.edu,us
University of Karachi,uok.edu.pk,pk
British University in Egypt,bue.edu.eg,eg
Universiti Pendidikan Sultan Idris,upsi.edu.my,my
Qassim University,qu.edu.sa,sa
Dongguan University of Technology / 东莞理工学院,dgut.edu.cn,cn
University of the Sciences in Philadelphia,usciences.edu,us
Harbin Normal University / 哈尔滨师范大学,hrbnu.edu.cn,cn
Katholische Universität Eichstätt Ingolstadt,ku.de,de
Eastern Kentucky University,eku.edu,us
Universidad de las Fuerzas Armadas ESPE (Escuela Politécnica del Ejército),espe.edu.ec,ec
Texas A&M University Commerce,new.tamuc.edu,us
Pacific Lutheran University,plu.edu,us
Liaoning Normal University / 辽宁师范大学,lnnu.edu.cn,cn
NYU Abu Dhabi,nyuad.nyu.edu,ae
Southampton Solent University,solent.ac.uk,uk
Tokyo Medical University / 東京医科大学,tokyo-med.ac.jp,jp
Western New England University,wne.edu,us
Depauw University,depauw.edu,us
Ahmadu Bello University,abu.edu.ng,ng
University of Western Macedonia,uowm.gr,gr
Institute of Chemical Technology,ictmumbai.edu.in,in
Universidad del Valle Cali,univalle.edu.co,co
Tabuk Universtiy,ut.edu.sa,sa
Majmaah University,mu.edu.sa,sa
Queen Margaret University,qmu.ac.uk,uk
Università di Macerata (Università degli Studi di Macerata),unimc.it,it
University of Burdwan,buruniv.ac.in,in
Université de Paris VIII / Université Vincennes Saint Denis (comUE Université Paris Lumières),univ-paris8.fr,fr
University of Mauritius,uom.ac.mu,mu
Universidad del Rosario,urosario.edu.co,co
Moscow State Institute of International Relations / Московский государственный институт международных отношений (университет),mgimo.ru,ru
Universidad Nacional del Comahue,uncoma.edu.ar,ar
Norwegian University for Sport and Physical Education / Norges Idrettshøgskole,nih.no,no
Pontificia Universidad Católica del Ecuador,puce.edu.ec,ec
Universidade do Sul de Santa Catarina UNISUL,unisul.br,br
Allegheny College,allegheny.edu,us
Shanghai University of Traditional Chinese Medicine / 上海中医药大学,shutcm.edu.cn,cn
Gustavus Adolphus College,gustavus.edu,us
Imam Abdulrahman Bin Faisal University (University of Dammam),iau.edu.sa,sa
York Saint John University,yorksj.ac.uk,uk
Tamil Nadu Agricultural University,tnau.ac.in,in
Kumoh National Institute of Technology / 금오공과대학교,kumoh.ac.kr,kr
Maharaja Sayajirao University of Baroda,msubaroda.ac.in,in
Adiyaman University,adiyaman.edu.tr,tr
Baqiyatallah Medical Sciences University,bmsu.ac.ir,ir
Gakushuin University / 学習院大学,gakushuin.ac.jp,jp
Kanagawa University / 神奈川大学,kanagawa-u.ac.jp,jp
University of Portland,up.edu,us
Arab Academy for Science & Technology and Maritime Transport,aast.edu,eg
Purdue University Fort Wayne,pfw.edu,us
Indian Institute of Technology Patna,iitp.ac.in,in
Hunan Agricultural University / 湖南农业大学,hunau.edu.cn,cn
Kharkiv National University VN Karazin / Харківський національний університет В Н Каразіна,univer.kharkov.ua,ua
Diyala University,uodiyala.edu.iq,iq
Université de Bordeaux III / Université Bordeaux Montaigne,u-bordeaux-montaigne.fr,fr
University of Mohaghegh Ardabili,uma.ac.ir,ir
Scottish Association for Marine Science,sams.ac.uk,uk
Utsunomiya University / 宇都宮大学,utsunomiya-u.ac.jp,jp
National Institute of Technology Warangal,nitw.ac.in,in
Beni Suef University,bsu.edu.eg,eg
Bath Spa University,bathspa.ac.uk,uk
University of Mysore,uni-mysore.ac.in,in
Cape Peninsula University of Technology,cput.ac.za,za
Kunsan National University / 군산대학교,kunsan.ac.kr,kr
Pontificia Universidad Católica Argentina,uca.edu.ar,ar
Paracelsus Medizinischen Privatuniversität,pmu.ac.at,at
Guilin University of Technology / 桂林理工大学,glut.edu.cn,cn
Henan Agricultural University / 河南农业大学,henau.edu.cn,cn
Alfaisal University,alfaisal.edu,sa
Chicago State University,csu.edu,us
Tuskegee University,tuskegee.edu,us
University of Michigan Dearborn,umdearborn.edu,us
University of Ruhuna,ruh.ac.lk,lk
China West Normal University / 西华师范大学,cwnu.edu.cn,cn
Université Abou Bekr Belkaid Tlemcen,univ-tlemcen.dz,dz
Universidad San Francisco de Quito,usfq.edu.ec,ec
University of South Florida St Petersburg,usfsp.edu,us
International Medical University,imu.edu.my,my
National Institute of Technology Kurukshetra (Regional Engineering College),nitkkr.ac.in,in
Pittsburg State University,pittstate.edu,us
Royal College of Art,rca.ac.uk,uk
Southeast Missouri State University,semo.edu,us
Sahand University of Technology Tabriz,sut.ac.ir,ir
Indian Institute of Engineering Science and Technology Shibpur (Bengal Engineering and Science University),iiests.ac.in,in
Immanuel Kant State University of Russia (Kaliningrad State University) / Балтийский федеральный университет И Канта,kantiana.ru,ru
Visvesvaraya National Institute of Technology,vnit.ac.in,in
CUNY Lehman College,lehman.edu,us
Izmir University of Economics / İzmir Ekonomi Üniversitesi,ieu.edu.tr,tr
Islamic Azad University Tehran Central,iauctb.ac.ir,ir
National Technical University Kharkiv Polytechnical Institute / Национальный технический университет Харьковский политехнический институт,kpi.kharkov.ua,ua
Alagappa University,alagappauniversity.ac.in,in
Saint Lawrence University,stlawu.edu,us
Universidade Estadual do Centro Oeste UNICENTRO,www3.unicentro.br,br
Islamic Azad University South Tehran,azad.ac.ir,ir
Biola University,biola.edu,us
Indian Institute of Science Education and Research Bhopal,iiserb.ac.in,in
University of Southern Indiana,usi.edu,us
Chongqing Jiaotong University / 重庆交通大学,cqjtu.edu.cn,cn
University of Lahore,uol.edu.pk,pk
Mimar Sinan Fine Arts University,msgsu.edu.tr,tr
Shahrood University of Technology,shahroodut.ac.ir,ir
Texas A&M University Galveston,tamug.edu,us
Saint Petersburg State Electrotechnical University / Санкт Петербургский государственный электротехнический университет,etu.ru,ru
Zanjan University of Medical Sciences,zums.ac.ir,ir
Instituto Tecnológico Autónomo de México,itam.mx,mx
Alfred University,alfred.edu,us
Zonguldak Bülent Ecevit Üniversitesi,beun.edu.tr,tr
Sunway University,sunway.edu.my,my
Plovdiv University Paisii Hilendarski / Пловдивски университет Паисий Хилендарски,uni-plovdiv.bg,bg
Universidad de Nariño,udenar.edu.co,co
Hebei Agricultural University / 河北农业大学,hebau.edu.cn,cn
Universidad de los Lagos,ulagos.cl,cl
Prince Sattam bin Abdulaziz University,psau.edu.sa,sa
University West / Högskolan Väst,hv.se,se
Islamic University of Gaza,iugaza.edu.ps,ps
Arcadia University,arcadia.edu,us
University of Sri Jayewardenepura,sjp.ac.lk,lk
National University of Tainan / 國立臺南大學資,web.nutn.edu.tw,tw
St Catherine University (College of Saint Catherine),stkate.edu,us
Hanbat National University / 한밭대학교,hanbat.ac.kr,kr
Jilin Agricultural University / 吉林农业大学,jlau.edu.cn,cn
Ningxia University / 宁夏大学,nxu.edu.cn,cn
University of Danang / Đại học Đà Nẵng,udn.vn,vn
